Date,Home Team,Home Score,Away Team,Away Score,Neutral
2024-11-04,WI Milwaukee,118,Lakeland,62
2024-11-04,Xavier,78,TX Southern,69
2024-11-04,Seton Hall,57,St Peter's,53
2024-11-04,Marquette,102,Stony Brook,62
2024-11-04,DePaul,80,Southern Indiana,78
2024-11-04,Northwestern,90,Lehigh,46
2024-11-04,Iowa,89,East Texas A&M,67
2024-11-04,UCF,64,Texas A&M,61
2024-11-04,Mississippi,90,LIU Brooklyn,60
2024-11-04,Mississippi St,95,West Georgia,60
2024-11-04,Kentucky,103,Wright St,62
2024-11-04,S Dakota St,80,McNeese St,73,N
2024-11-04,St Bonaventure,70,CS Northridge,56
2024-11-05,San Francisco,86,Cal Poly,78
2024-11-05,Rice,77,Florida Intl,70
2024-11-05,BYU,88,Cent Arkansas,50
2024-11-05,Kansas St,89,New Orleans,65
2024-11-05,Kennesaw,110,Toccoa Falls,61
2024-11-05,CS Sacramento,106,Cal Maritime,44
2024-11-05,Colgate,95,SUNY Canton,62
2024-11-05,North Texas,80,Evansville,63
2024-11-05,Arizona St,55,Idaho St,48
2024-11-05,Texas Tech,94,Bethune-Cookman,61
2024-11-05,Washington,79,UC Davis,73
2024-11-06,Appalachian St,108,St Andrew's,54
2024-11-06,TX Southern,100,Texas A&M-SA,66
2024-11-06,Presbyterian,120,Carolina Chr,45
2024-11-06,Cleveland St,91,Baldwin-Wallace,53
2024-11-06,Le Moyne,75,CS Northridge,97
2024-11-06,Maine,98,ME Ft Kent,47
2024-11-06,Pepperdine,77,W Illinois,64
2024-11-06,Portland,83,Lewis & Clark,70
2024-11-06,Wright St,89,Ohio Chr,60
2024-11-06,San Diego St,63,UC San Diego,58
2024-11-06,New Hampshire,99,MA Boston,69
2024-11-06,South Dakota,91,East Texas A&M,83
2024-11-06,Ark Pine Bluff,99,Champion Bap,57
2024-11-06,Arkansas,76,Lipscomb,60
2024-11-06,Indiana,80,SIUE,61
2024-11-06,San Diego,67,Rider,68
2024-11-06,Virginia,65,Campbell,56
2024-11-06,Norfolk St,104,VA-Lynchburg,60
2024-11-06,Utah St,101,Alcorn St,46
2024-11-06,High Point,93,Coppin St,51
2024-11-06,Creighton,99,UTRGV,86
2024-11-06,E Illinois,97,Earlham,61
2024-11-06,E Washington,93,Seattle,86
2024-11-06,Georgetown,85,Lehigh,77
2024-11-06,Morgan St,73,Mercyhurst,78
2024-11-06,Richmond,101,Mt Olive,68
2024-11-06,Boise St,87,Oakland,43
2024-11-06,Rutgers,75,Wagner,52
2024-11-06,Connecticut,92,Sacred Heart,56
2024-11-06,Morehead St,89,Boyce,48
2024-11-06,SC Upstate,103,Piedmont,70
2024-11-06,Notre Dame,89,Stonehill,60
2024-11-06,Villanova,80,Columbia,90
2024-11-06,Georgia Tech,85,West Georgia,62
2024-11-06,Minnesota,80,Oral Roberts,57
2024-11-06,LSU,95,ULM,60
2024-11-06,Auburn,94,Vermont,43
2024-11-07,McNeese St,111,CBS-Houston,57
2024-11-07,Citadel,86,Erskine,56
2024-11-07,Air Force,73,Jacksonville St,67
2024-11-07,Southern Indiana,69,Bucknell,75
2024-11-07,C Michigan,72,Stony Brook,73
2024-11-07,Alabama A&M,121,Oakwood,78
2024-11-07,W Michigan,86,Davenport,46
2024-11-07,UAB,98,Southern Miss,84
2024-11-07,CS Bakersfield,122,Bethesda,53
2024-11-07,Tennessee Tech,89,Bryan,74
2024-11-07,North Texas,80,Wayland,38
2024-11-07,Michigan St,96,Niagara,60
2024-11-07,North Florida,90,Charleston So,66
2024-11-07,SMU,102,Florida A&M,73
2024-11-07,Wake Forest,80,NC A&T,64
2024-11-07,Stetson,76,NE Omaha,79
2024-11-07,North Alabama,94,Point,58
2024-11-07,N Illinois,105,Holy Cross IN,37
2024-11-07,TN Martin,114,Kentucky Chr,61
2024-11-07,Lindenwood,98,UHSP,30
2024-11-07,Mercer,125,VA-Lynchburg,54
2024-11-07,Utah,98,Cent Arkansas,63
2024-11-07,Loyola-Chicago,87,Detroit,65
2024-11-07,F Dickinson,112,Purchase,72
2024-11-07,Florida,81,Jacksonville,60
2024-11-07,Idaho,75,UC Davis,79
2024-11-07,USC,75,Idaho St,69
2024-11-07,N Dakota St,68,Illinois St,77
2024-11-07,Indiana St,93,Eureka,48
2024-11-07,Penn,85,MD E Shore,84
2024-11-07,MS Valley St,66,MS Women,49
2024-11-07,Wisconsin,79,Montana St,67
2024-11-07,Portland St,131,Evergreen St,84
2024-11-07,Quinnipiac,71,Worcester Tech,47
2024-11-07,Delaware,81,Robert Morris,77
2024-11-07,St Mary's CA,86,Chattanooga,74
2024-11-07,Binghamton,82,SUNY Oneonta,63
2024-11-07,Iowa,89,Southern Univ,74
2024-11-07,Louisiana,82,UT Dallas,65
2024-11-07,California,91,Cal Poly,73
2024-11-07,Northern Iowa,87,WI Milwaukee,68
2024-11-07,DePaul,92,Prairie View,59
2024-11-08,Mississippi St,101,Georgia St,66
2024-11-08,Oregon St,76,Weber St,48
2024-11-08,NC State,81,Presbyterian,72
2024-11-08,Bryant,88,Siena,90
2024-11-08,TAM C. Christi,87,Dallas Chr,36
2024-11-08,Cornell,88,Samford,86
2024-11-08,Kent,98,Miami-Hamilton,53
2024-11-08,MA Lowell,81,St Peter's,74
2024-11-08,Texas St,102,McMurry,62
2024-11-08,Nicholls St,64,South Alabama,70
2024-11-08,Colorado St,87,Tennessee St,79
2024-11-08,Princeton,75,Duquesne,68,N
2024-11-08,Bowling Green,85,Davidson,91
2024-11-08,Loy Marymount,51,UC Irvine,66
2024-11-08,Akron,88,Ohio Wesleyan,57
2024-11-08,Oregon,79,Montana,48
2024-11-08,NC Central,82,Gardner Webb,88
2024-11-08,S Illinois,86,Missouri S&T,64
2024-11-08,Oral Roberts,105,Ozark Chr,49
2024-11-08,Missouri KC,124,Kansas Chr,36
2024-11-08,Hawaii,96,Life Pacific,61
2024-11-08,Temple,103,Monmouth NJ,74,N
2024-11-08,Northern Arizona,115,Nelson AIC,67
2024-11-08,BYU,86,UC Riverside,80
2024-11-08,Butler,66,Austin Peay,68
2024-11-08,Colorado,90,N Colorado,88
2024-11-08,Duke,100,Army,58
2024-11-08,ETSU,78,E Kentucky,82
2024-11-08,Hofstra,90,Iona,76
2024-11-08,Illinois,90,SIUE,58
2024-11-08,Kansas,92,North Carolina,89
2024-11-08,Maryland,86,Mt St Mary's,52
2024-11-08,New Mexico,72,UCLA,64,N
2024-11-08,Purdue,72,N Kentucky,50
2024-11-08,St Joseph's PA,67,Central Conn,73
2024-11-08,S Dakota St,80,Long Beach St,79
2024-11-08,TCU,67,FGCU,51
2024-11-08,Virginia Tech,93,SC Upstate,74
2024-11-08,West Virginia,75,Massachusetts,69
2024-11-08,VCU,80,Boston College,55,N
2024-11-08,Clemson,88,St Francis PA,62
2024-11-08,Queens NC,67,W Carolina,54
2024-11-08,E Michigan,83,Siena Hts,58
2024-11-08,Stanford,80,CS Fullerton,53
2024-11-08,Fresno St,64,CS Sacramento,57
2024-11-08,Cincinnati,83,Morehead St,56
2024-11-08,FL Atlantic,99,Coastal GA,49
2024-11-08,Col Charleston,86,South Florida,71
2024-11-08,Denver,97,Western St CO,80
2024-11-08,Marquette,82,George Mason,63
2024-11-08,Arizona St,81,Santa Clara,74,N
2024-11-08,G Washington,82,Hampton,54
2024-11-08,Navy,85,Harvard,80
2024-11-08,Rhode Island,91,Holy Cross,77
2024-11-08,Alabama,88,Arkansas St,79
2024-11-08,Xavier,94,IUPUI,80
2024-11-08,Missouri,77,Howard,62
2024-11-08,Ball St,87,Franklin,60
2024-11-08,Belmont,74,Furman,76
2024-11-08,Pacific,80,San Jose St,67,N
2024-11-08,Pittsburgh,83,Murray St,68
2024-11-08,Radford,89,William & Mary,77
2024-11-08,Buffalo,87,SUNY Fredonia,78
2024-11-08,Texas,90,Houston Chr,59
2024-11-08,San Diego,74,Boston Univ,60
2024-11-08,Towson,89,PSU Wilkes-Barre,34
2024-11-08,Tulane,80,ULM,64
2024-11-08,UNC Wilmington,92,Ga Southern,84
2024-11-08,Washington St,91,Bradley,74
2024-11-08,Valparaiso,111,Concordia MI,46
2024-11-08,Villanova,91,NJIT,54
2024-11-08,WI Green Bay,76,St Thomas MN,90
2024-11-08,IL Chicago,91,Yale,79
2024-11-08,Incarnate Word,97,SW Univ TX,53
2024-11-08,UCF,75,PFW,68
2024-11-08,Penn St,103,UMBC,54
2024-11-08,Texas A&M,87,East Texas A&M,55
2024-11-08,South Carolina,86,S Carolina St,64
2024-11-08,Mississippi,66,Grambling,64
2024-11-08,Texas Tech,86,Northwestern LA,65
2024-11-09,Longwood,84,Morgan St,66
2024-11-09,SUNY Albany,89,SUNY Oneonta,69
2024-11-09,Columbia,83,Delaware St,62
2024-11-09,Elon,103,Bluefield Univ,66
2024-11-09,Arizona,102,Old Dominion,44
2024-11-09,Norfolk St,83,James Madison,69
2024-11-09,Le Moyne,107,SUNY Poly,73
2024-11-09,UC San Diego,94,Pepperdine,76
2024-11-09,Portland,53,UC Santa Barbara,94
2024-11-09,Tarleton St,62,Sam Houston St,91
2024-11-09,San Francisco,84,Boise St,73
2024-11-09,Southern Utah,80,Florida Intl,75
2024-11-09,Utah Valley,89,UTEP,60
2024-11-09,Merrimack,65,Vermont,51
2024-11-09,Chicago St,60,Youngstown St,80
2024-11-09,LIU Brooklyn,102,Pratt Inst,42
2024-11-09,Tulsa,103,Ark Pine Bluff,80
2024-11-09,UT Arlington,77,Louisiana Tech,92
2024-11-09,Grand Canyon,74,WKU,72
2024-11-09,Baylor,72,Arkansas,67,N
2024-11-09,Cal Baptist,88,Kennesaw,84
2024-11-09,Canisius,78,St Bonaventure,87
2024-11-09,Coppin St,53,Rider,64
2024-11-09,Auburn,74,Houston,69,N
2024-11-09,Kansas St,77,Cleveland St,64
2024-11-09,La Salle,81,Lafayette,60
2024-11-09,Louisville,55,Tennessee,77
2024-11-09,Nebraska,63,Bethune-Cookman,58
2024-11-09,Lipscomb,78,Wofford,69
2024-11-09,Evansville,96,Brescia,49
2024-11-09,Xavier LA,62,Alcorn St,56
2024-11-09,East Carolina,63,Coastal Car,59
2024-11-09,Drexel,73,Colgate,56
2024-11-09,Abilene Chr,56,MTSU,79
2024-11-09,Dayton,71,Northwestern,66
2024-11-09,Utah Tech,63,New Mexico St,75
2024-11-09,Georgetown,69,Fairfield,57
2024-11-09,Seton Hall,56,Fordham,57
2024-11-09,Winthrop,82,Ark Little Rock,67
2024-11-09,Mercyhurst,88,Houghton,62
2024-11-09,High Point,80,Jackson St,71
2024-11-09,Loyola MD,83,Lancaster Bib,42
2024-11-09,Richmond,72,Marist,79
2024-11-09,MD E Shore,96,PSU-Schuylkill,77
2024-11-09,Miami OH,68,Wright St,81
2024-11-09,Nicholls St,93,MS Women,44
2024-11-09,Wichita St,89,Montana St,69
2024-11-09,Minnesota,68,NE Omaha,64
2024-11-09,UNLV,74,Memphis,80
2024-11-09,New Orleans,61,Troy,78
2024-11-09,Providence,76,Stonehill,49
2024-11-09,St John's,96,Quinnipiac,73
2024-11-09,Dartmouth,81,Sacred Heart,76
2024-11-09,Marshall,80,Toledo,90
2024-11-09,Utah St,103,Charlotte,74
2024-11-09,Bellarmine,71,VMI,76
2024-11-09,Wagner,94,Manor,52
2024-11-09,Nevada,63,Washington,53
2024-11-09,Ohio,82,UNC Asheville,76
2024-11-09,Seattle,64,Liberty,66
2024-11-09,Florida St,73,Rice,65,N
2024-11-09,Connecticut,92,New Hampshire,53
2024-11-09,Kentucky,100,Bucknell,72
2024-11-10,Pacific,94,Life Pacific,41,N
2024-11-10,Brown,67,Maine,69
2024-11-10,Northeastern,76,Princeton,79
2024-11-10,Vanderbilt,85,SE Missouri St,76
2024-11-10,Wyoming,81,Tennessee St,66
2024-11-10,Montana,94,Northwest Indian,44
2024-11-10,South Dakota,77,Mt Marty,47
2024-11-10,Drake,66,SF Austin,51
2024-11-10,Cal Poly,99,Menlo,66
2024-11-10,Georgia Tech,93,North Florida,105
2024-11-10,Indiana,90,E Illinois,55
2024-11-10,Wake Forest,72,Michigan,70,N
2024-11-10,St Louis,95,Avila,44
2024-11-10,Creighton,96,F Dickinson,70
2024-11-10,Detroit,84,Niagara,78
2024-11-10,Gonzaga,88,Arizona St,80
2024-11-10,American Univ,67,Harvard,55
2024-11-10,Hawaii,80,San Jose St,69
2024-11-10,Loyola-Chicago,105,Eureka,53
2024-11-10,Robert Morris,79,Chatham,51
2024-11-10,Campbell,64,St Francis PA,65
2024-11-10,Miami FL,88,Binghamton,64
2024-11-10,UAB,82,SE Louisiana,72
2024-11-10,UTRGV,110,Champion Bap,60
2024-11-10,Wisconsin,87,Appalachian St,56
2024-11-10,Oklahoma St,80,St Thomas MN,71
2024-11-10,Northern Iowa,60,UC Irvine,80
2024-11-10,LSU,74,Alabama St,61
2024-11-10,Georgia,92,TX Southern,64
2024-11-11,Howard,91,Dillard,73
2024-11-11,San Jose St,93,Life Pacific,56,N
2024-11-11,Bowling Green,107,Taylor IN,43
2024-11-11,Alabama,72,McNeese St,64
2024-11-11,UMBC,120,Valley Forge,61
2024-11-11,Marshall,77,Southern Indiana,63
2024-11-11,Austin Peay,67,Chattanooga,61
2024-11-11,Alabama A&M,103,Ark Baptist,57
2024-11-11,Air Force,54,LIU Brooklyn,63
2024-11-11,Central Conn,117,NVU-Johnson,68
2024-11-11,S Carolina St,94,Voorhees,48
2024-11-11,Oklahoma,73,Northwestern LA,57
2024-11-11,Ga Southern,79,Augusta,69
2024-11-11,Hawaii,76,Pacific,66
2024-11-11,Butler,85,W Michigan,65
2024-11-11,Citadel,74,Stetson,52
2024-11-11,Furman,78,Jacksonville,69
2024-11-11,Iowa St,82,Missouri KC,56
2024-11-11,Maryland,84,Florida A&M,53
2024-11-11,Purdue,92,Yale,84
2024-11-11,SMU,81,UNC Greensboro,68
2024-11-11,UCLA,71,Boston Univ,40
2024-11-11,Virginia,62,Coppin St,45
2024-11-11,Virginia Tech,58,Winthrop,52
2024-11-11,North Alabama,87,TN Martin,69
2024-11-11,Charleston So,108,Morris SC,50
2024-11-11,Tulane,84,Alcorn St,51
2024-11-11,Missouri,84,E Washington,77
2024-11-11,Florida,86,Grambling,62
2024-11-11,George Mason,94,Stony Brook,56
2024-11-11,Washington St,90,Idaho,67
2024-11-11,Idaho St,87,Southern Oregon,63
2024-11-11,Texas A&M,97,Lamar,71
2024-11-11,Missouri St,90,MO Southern,61
2024-11-11,Montana St,93,Northwest Indian,35
2024-11-11,CS Bakersfield,86,N Dakota St,81
2024-11-11,Pittsburgh,83,Gardner Webb,64
2024-11-11,Rutgers,75,St Peter's,65
2024-11-11,Notre Dame,86,Buffalo,77
2024-11-11,Marquette,70,C Michigan,62
2024-11-11,DePaul,95,Mercer,64
2024-11-11,Ohio St,81,Youngstown St,47
2024-11-12,New Mexico,100,TAM C. Christi,81
2024-11-12,High Point,76,NC Central,60
2024-11-12,Columbia,76,Lehigh,75
2024-11-12,James Madison,100,Mary Baldwin,52
2024-11-12,SF Austin,87,Le Tourneau,68
2024-11-12,Rice,66,ULM,50
2024-11-12,Morgan St,90,Dist Columbia,64
2024-11-12,Oregon,80,Portland,70
2024-11-12,Samford,108,Rhodes,52
2024-11-12,Baylor,104,Sam Houston St,67
2024-11-12,Southern Utah,107,Bethesda,54
2024-11-12,Temple,69,Drexel,61
2024-11-12,San Diego St,100,Occidental,49
2024-11-12,Boise St,100,Corban,65
2024-11-12,Delaware St,70,Gwynedd-Mercy,54
2024-11-12,WKU,104,Campbellsville,76
2024-11-12,Oregon St,94,W Oregon,58
2024-11-12,Manhattan,88,Mercy,71
2024-11-12,William & Mary,84,Norfolk St,73
2024-11-12,Lipscomb,79,Belmont,80
2024-11-12,Kentucky,77,Duke,72,N
2024-11-12,Georgia,90,North Florida,77
2024-11-12,Iona,58,Delaware,64
2024-11-12,La Salle,93,Cornell,77
2024-11-12,Kansas,77,Michigan St,69,N
2024-11-12,Navy,79,Rider,90
2024-11-12,St Joseph's PA,83,Villanova,76
2024-11-12,Syracuse,74,Colgate,72
2024-11-12,TCU,76,Texas St,71
2024-11-12,Utah,96,Queens NC,65
2024-11-12,Clemson,75,E Kentucky,62
2024-11-12,North Dakota,85,Dickinson St ND,54,N
2024-11-12,Cal Baptist,69,UC Riverside,70
2024-11-12,UC San Diego,64,CS Sacramento,54
2024-11-12,Abilene Chr,101,McMurry,55
2024-11-12,Colorado St,74,Denver,65
2024-11-12,Siena,74,American Univ,66
2024-11-12,East Carolina,110,Mt Olive,73
2024-11-12,New Hampshire,56,Fairfield,62
2024-11-12,Fordham,78,Binghamton,63
2024-11-12,Providence,60,Hampton,51
2024-11-12,Arkansas St,80,Ark Little Rock,63
2024-11-12,Illinois St,85,Ohio,75
2024-11-12,Incarnate Word,84,Prairie View,81
2024-11-12,IUPUI,97,Goshen,55
2024-11-12,Indiana St,72,SIUE,77
2024-11-12,Xavier,94,Jackson St,57
2024-11-12,NJIT,50,Loyola MD,68
2024-11-12,Southern Miss,104,Loyola NO,65
2024-11-12,Miami OH,88,MD E Shore,70
2024-11-12,N Illinois,79,Monmouth NJ,66
2024-11-12,Army,101,Mt St Mary NY,48
2024-11-12,Stanford,90,Northern Arizona,64
2024-11-12,Lafayette,65,Penn,63
2024-11-12,San Diego,76,Portland St,85
2024-11-12,Radford,87,Old Dominion,75
2024-11-12,Rhode Island,105,Franklin Pierce,73
2024-11-12,Penn St,92,St Francis PA,62
2024-11-12,St Mary's CA,87,Akron,68
2024-11-12,PFW,91,Bethune-Cookman,69
2024-11-12,South Florida,85,Ark Pine Bluff,69
2024-11-12,Mississippi St,80,SE Louisiana,59
2024-11-12,Tennessee Tech,76,West Georgia,73
2024-11-12,Texas,105,Chicago St,58
2024-11-12,South Carolina,80,Towson,54
2024-11-12,UC Davis,80,Menlo,70
2024-11-12,UTEP,78,Permian Basin,58
2024-11-12,Bradley,85,UT San Antonio,72
2024-11-12,Valparaiso,67,Cleveland St,75
2024-11-12,VMI,102,Christendom,56
2024-11-12,N Colorado,113,Colorado Chr,56
2024-11-12,Liberty,81,Carolina Univ,45
2024-11-12,G Washington,85,NC A&T,80
2024-11-12,Georgia Tech,81,TX Southern,62
2024-11-12,Florida St,72,Tarleton St,52
2024-11-12,UCF,100,FL Atlantic,94
2024-11-12,Northwestern,83,IL Chicago,74
2024-11-12,Iowa,96,South Dakota,77
2024-11-12,Mississippi,64,South Alabama,54
2024-11-13,ETSU,82,Tusculum,54
2024-11-13,Nevada,88,Weber St,58
2024-11-13,Dartmouth,73,SUNY Albany,87
2024-11-13,Jacksonville St,72,Georgia St,67
2024-11-13,Mercer,101,Trinity Bap,43
2024-11-13,Bellarmine,69,Southern Indiana,71
2024-11-13,UC Santa Barbara,91,Fresno St,86
2024-11-13,USC,98,UT Arlington,95
2024-11-13,Alabama A&M,103,Fisk,69
2024-11-13,Utah St,117,Westminster UT,53
2024-11-13,Tulsa,85,Oral Roberts,76
2024-11-13,Arkansas,65,Troy,49
2024-11-13,Howard,88,Tennessee St,84,N
2024-11-13,Washington,77,Seattle Pacific,62
